STATE CLIMATE OFFICE OF NORTH CAROLINA,
1/19/2010 3:45,41
1/19/2010 3:46,41
1/19/2010 3:47,41
1/19/2010 3:48,41
1/19/2010 3:49,41.1
1/19/2010 3:50,41.3
1/19/2010 3:51,41.3
1/19/2010 3:52,41.4
1/19/2010 3:53,41.4
1/19/2010 3:54,41.6
1/19/2010 3:55,41.6
1/19/2010 3:56,41.6
1/19/2010 3:57,41.5
1/19/2010 3:58,41.4
1/19/2010 3:59,41.5
1/19/2010 4:00,41.5
1/19/2010 4:00,41.5
1/19/2010 4:01,41.5
1/19/2010 4:02,41.5
1/19/2010 4:03,41.4
1/19/2010 4:04,40.8
1/19/2010 4:05,40.7
1/19/2010 4:06,40.3
1/19/2010 4:07,40.2
1/19/2010 4:08,40.1
1/19/2010 4:09,39.9
1/19/2010 4:10,39.9
1/19/2010 4:11,40.2
1/19/2010 4:12,40.3
1/19/2010 4:13,40.4
1/19/2010 4:14,40.5
1/19/2010 4:15,40.7
1/19/2010 4:16,40.8
1/19/2010 4:17,40.8
1/19/2010 4:18,40.7
1/19/2010 4:19,40.8
1/19/2010 4:20,40.4
1/19/2010 4:21,40.7
1/19/2010 4:22,40.3
1/19/2010 4:23,40.3
1/19/2010 4:24,40.4
1/19/2010 4:25,40.5
1/19/2010 4:26,40.7
1/19/2010 4:27,40.8
1/19/2010 4:28,40.8
1/19/2010 4:29,40.8
1/19/2010 4:30,40.9
1/19/2010 4:31,40.9
1/19/2010 4:32,41
1/19/2010 4:33,40.9
1/19/2010 4:34,40.9
1/19/2010 4:35,40.9
1/19/2010 4:36,41.1
1/19/2010 4:37,41.1
1/19/2010 4:38,41.1
1/19/2010 4:39,41.1
1/19/2010 4:40,41.1
1/19/2010 4:41,41.1
1/19/2010 4:42,41.3
1/19/2010 4:43,41.4
1/19/2010 4:44,41.1
1/19/2010 4:45,41
1/19/2010 4:46,41.1
1/19/2010 4:47,41.1
1/19/2010 4:48,41
1/19/2010 4:49,41.1
1/19/2010 4:50,41.1
1/19/2010 4:51,41.1
1/19/2010 4:52,41
1/19/2010 4:53,41.1
1/19/2010 4:54,41.1
1/19/2010 4:55,41
1/19/2010 4:56,41.3
1/19/2010 4:57,41.1
1/19/2010 4:58,41.1
1/19/2010 4:59,41.4
1/19/2010 5:00,41.3
1/19/2010 5:00,41.3
1/19/2010 5:01,41.5
1/19/2010 5:02,41.6
1/19/2010 5:03,41.6
1/19/2010 5:04,41.7
1/19/2010 5:05,41.6
1/19/2010 5:06,41.6
1/19/2010 5:07,41.5
1/19/2010 5:08,41.5
1/19/2010 5:09,41.4
1/19/2010 5:10,41
1/19/2010 5:11,41
1/19/2010 5:12,40.9
1/19/2010 5:13,41
1/19/2010 5:14,41
1/19/2010 5:15,41
1/19/2010 5:16,41.3
1/19/2010 5:17,41.3
1/19/2010 5:18,41.5
1/19/2010 5:19,41.3
1/19/2010 5:20,41.4
1/19/2010 5:21,41.6
1/19/2010 5:22,41.7
1/19/2010 5:23,41.9
1/19/2010 5:24,41.9
1/19/2010 5:25,42
1/19/2010 5:26,41.7
1/19/2010 5:27,41.6
1/19/2010 5:28,41.5
1/19/2010 5:29,41.4
1/19/2010 5:30,41.5
1/19/2010 5:31,41.3
1/19/2010 5:32,41
1/19/2010 5:33,40.7
1/19/2010 5:34,39.6
1/19/2010 5:35,38.7
1/19/2010 5:36,38.1
1/19/2010 5:37,38
1/19/2010 5:38,37.4
1/19/2010 5:39,37.1
1/19/2010 5:40,36.8
1/19/2010 5:41,36.5
1/19/2010 5:42,36.7
1/19/2010 5:43,37.1
1/19/2010 5:44,37.4
1/19/2010 5:45,37.5
1/19/2010 5:46,37.7
1/19/2010 5:47,37.8
1/19/2010 5:48,38
1/19/2010 5:49,37.9
1/19/2010 5:50,38.7
1/19/2010 5:51,39.1
1/19/2010 5:52,39.3
1/19/2010 5:53,39.6
1/19/2010 5:54,39.7
1/19/2010 5:55,39.6
1/19/2010 5:56,39.8
1/19/2010 5:57,40.1
1/19/2010 5:58,40.2
1/19/2010 5:59,39.8
1/19/2010 6:00,39.6
1/19/2010 6:00,39.6
1/19/2010 6:01,39.1
1/19/2010 6:02,38.7
1/19/2010 6:03,38.5
1/19/2010 6:04,38.1
1/19/2010 6:05,38
1/19/2010 6:06,37.8
1/19/2010 6:07,37.9
1/19/2010 6:08,38
1/19/2010 6:09,37.7
1/19/2010 6:10,37.4
1/19/2010 6:11,37.5
1/19/2010 6:12,37.7
1/19/2010 6:13,37.5
1/19/2010 6:14,38.1
1/19/2010 6:15,38.5
1/19/2010 6:16,39
1/19/2010 6:17,39.5
1/19/2010 6:18,39.6
1/19/2010 6:19,40.2
1/19/2010 6:20,40.2
1/19/2010 6:21,40.2
1/19/2010 6:22,40.1
1/19/2010 6:23,40.2
1/19/2010 6:24,39.9
1/19/2010 6:25,39.9
1/19/2010 6:26,39.9
1/19/2010 6:27,39.9
1/19/2010 6:28,39.7
1/19/2010 6:29,39.3
1/19/2010 6:30,38.5
1/19/2010 6:31,37.7
1/19/2010 6:32,37.2
1/19/2010 6:33,36.9
1/19/2010 6:34,36.9
1/19/2010 6:35,37.1
1/19/2010 6:36,36.8
1/19/2010 6:37,36.7
1/19/2010 6:38,36.5
1/19/2010 6:39,36.6
1/19/2010 6:40,36.5
1/19/2010 6:41,36.6
1/19/2010 6:42,36.6
1/19/2010 6:43,36.5
1/19/2010 6:44,36.8
1/19/2010 6:45,36.7
1/19/2010 6:46,36.7
1/19/2010 6:47,36.3
1/19/2010 6:48,36.3
1/19/2010 6:49,36.1
1/19/2010 6:50,36.1
1/19/2010 6:51,36.6
1/19/2010 6:52,36.8
1/19/2010 6:53,36.9
1/19/2010 6:54,37.1
1/19/2010 6:55,36.9
1/19/2010 6:56,37.1
1/19/2010 6:57,36.9
1/19/2010 6:58,36.9
1/19/2010 6:59,36.7
1/19/2010 7:00,36.6
1/19/2010 7:00,36.6
1/19/2010 7:01,36.7
1/19/2010 7:02,36.5
1/19/2010 7:03,36.3
1/19/2010 7:04,36.3
1/19/2010 7:05,36.2
1/19/2010 7:06,36.2
1/19/2010 7:07,36.1
1/19/2010 7:08,36.2
1/19/2010 7:09,36
1/19/2010 7:10,36.1
1/19/2010 7:11,36
1/19/2010 7:12,35.9
1/19/2010 7:13,35.7
1/19/2010 7:14,35.6
1/19/2010 7:15,35.6
1/19/2010 7:16,35.6
1/19/2010 7:17,35.7
1/19/2010 7:18,35.5
1/19/2010 7:19,35.4
1/19/2010 7:20,35.5
1/19/2010 7:21,35.4
1/19/2010 7:22,35.4
1/19/2010 7:23,35.3
1/19/2010 7:24,35.4
1/19/2010 7:25,35.5
1/19/2010 7:26,35.4
1/19/2010 7:27,35.7
1/19/2010 7:28,35.5
1/19/2010 7:29,35.6
1/19/2010 7:30,35.7
1/19/2010 7:31,35.7
1/19/2010 7:32,36
1/19/2010 7:33,36.2
1/19/2010 7:34,36.2
1/19/2010 7:35,36.2
1/19/2010 7:36,36.6
1/19/2010 7:37,36.5
1/19/2010 7:38,36.6
1/19/2010 7:39,36.8
1/19/2010 7:40,36.6
1/19/2010 7:41,36.7
1/19/2010 7:42,36.6
1/19/2010 7:43,36.7
1/19/2010 7:44,36.8
1/19/2010 7:45,36.7
1/19/2010 7:46,36.2
1/19/2010 7:47,36.6
1/19/2010 7:48,36.3
1/19/2010 7:49,36.2
1/19/2010 7:50,36.2
1/19/2010 7:51,36.1
1/19/2010 7:52,36.1
1/19/2010 7:53,36.4
1/19/2010 7:54,36.3
1/19/2010 7:55,36.2
1/19/2010 7:56,36.3
1/19/2010 7:57,36.5
1/19/2010 7:58,36.4
1/19/2010 7:59,36.4
1/19/2010 8:00,36.5
1/19/2010 8:00,36.5
1/19/2010 8:01,36.4
1/19/2010 8:02,36.3
1/19/2010 8:03,36.3
1/19/2010 8:04,36.3
1/19/2010 8:05,36.5
1/19/2010 8:06,36.5
1/19/2010 8:07,36.6
1/19/2010 8:08,36.6
1/19/2010 8:09,36.8
1/19/2010 8:10,37.1
1/19/2010 8:11,37.4
1/19/2010 8:12,37.8
1/19/2010 8:13,38.1
1/19/2010 8:14,38.1
1/19/2010 8:15,38.5
1/19/2010 8:16,38.9
1/19/2010 8:17,39.1
1/19/2010 8:18,39.1
1/19/2010 8:19,39.3
1/19/2010 8:20,39.6
1/19/2010 8:21,39.6
1/19/2010 8:22,39.6
1/19/2010 8:23,39.8
1/19/2010 8:24,39.9
1/19/2010 8:25,40.1
1/19/2010 8:26,40.2
1/19/2010 8:27,40.3
1/19/2010 8:28,40.5
1/19/2010 8:29,40.9
1/19/2010 8:30,41
1/19/2010 8:31,41.3
1/19/2010 8:32,41.6
1/19/2010 8:33,41.6
1/19/2010 8:34,41.9
1/19/2010 8:35,42.1
1/19/2010 8:36,42.3
1/19/2010 8:37,42.2
1/19/2010 8:38,42.2
1/19/2010 8:39,42.6
1/19/2010 8:40,42.3
1/19/2010 8:41,42.3
1/19/2010 8:42,42.3
1/19/2010 8:43,42.2
1/19/2010 8:44,42.5
1/19/2010 8:45,42.3
1/19/2010 8:46,42.3
1/19/2010 8:47,42.7
1/19/2010 8:48,42.8
1/19/2010 8:49,42.8
1/19/2010 8:50,43.1
1/19/2010 8:51,43.3
1/19/2010 8:52,43.2
1/19/2010 8:53,43.2
1/19/2010 8:54,43.7
1/19/2010 8:55,43.9
1/19/2010 8:56,44
1/19/2010 8:57,44
1/19/2010 8:58,44.4
1/19/2010 8:59,44.5
1/19/2010 9:00,44.5
1/19/2010 9:00,44.5
1/19/2010 9:01,44.7
1/19/2010 9:02,45
1/19/2010 9:03,45.2
1/19/2010 9:04,45.2
1/19/2010 9:05,45.5
1/19/2010 9:06,45.8
1/19/2010 9:07,45.9
1/19/2010 9:08,46.1
1/19/2010 9:09,46.3
1/19/2010 9:10,46.3
1/19/2010 9:11,46.5
1/19/2010 9:12,46.5
1/19/2010 9:13,46.8
1/19/2010 9:14,47.1
1/19/2010 9:15,47
1/19/2010 9:16,47.4
1/19/2010 9:17,47.6
1/19/2010 9:18,47.4
1/19/2010 9:19,47.5
1/19/2010 9:20,47.5
1/19/2010 9:21,47.6
1/19/2010 9:22,47.6
1/19/2010 9:23,47.9
1/19/2010 9:24,47.6
1/19/2010 9:25,47.9
1/19/2010 9:26,47.9
1/19/2010 9:27,48.1
1/19/2010 9:28,48.5
1/19/2010 9:29,48.7
1/19/2010 9:30,48.7
1/19/2010 9:31,48.8
1/19/2010 9:32,49
1/19/2010 9:33,48.9
1/19/2010 9:34,49
1/19/2010 9:35,49.2
1/19/2010 9:36,49
1/19/2010 9:37,49.5
1/19/2010 9:38,49.4
1/19/2010 9:39,49.5
1/19/2010 9:40,49.7
1/19/2010 9:41,49.7
1/19/2010 9:42,49.9
1/19/2010 9:43,49.9
1/19/2010 9:44,50.2
1/19/2010 9:45,50.2
1/19/2010 9:46,50.2
1/19/2010 9:47,50.2
1/19/2010 9:48,50.2
1/19/2010 9:49,50.5
1/19/2010 9:50,50.7
1/19/2010 9:51,50.7
1/19/2010 9:52,50.7
1/19/2010 9:53,51.1
1/19/2010 9:54,50.7
1/19/2010 9:55,51.1
1/19/2010 9:56,51.3
1/19/2010 9:57,51.2
1/19/2010 9:58,51.4
1/19/2010 9:59,51.5
1/19/2010 10:00,51.4
1/19/2010 10:00,51.4
1/19/2010 10:01,51.5
1/19/2010 10:02,51.7
1/19/2010 10:03,52.1
1/19/2010 10:04,52.4
1/19/2010 10:05,52.6
1/19/2010 10:06,52.5
1/19/2010 10:07,52.4
1/19/2010 10:08,52.4
1/19/2010 10:09,52.9
1/19/2010 10:10,53
1/19/2010 10:11,53
1/19/2010 10:12,53.1
1/19/2010 10:13,53.1
1/19/2010 10:14,53.3
1/19/2010 10:15,53
1/19/2010 10:16,53.5
1/19/2010 10:17,53.3
1/19/2010 10:18,53.6
1/19/2010 10:19,53.7
1/19/2010 10:20,53.6
1/19/2010 10:21,53.8
1/19/2010 10:22,53.8
1/19/2010 10:23,54.1
1/19/2010 10:24,54.1
1/19/2010 10:25,53.8
1/19/2010 10:26,54.1
1/19/2010 10:27,54.1
1/19/2010 10:28,54.2
1/19/2010 10:29,54.3
1/19/2010 10:30,54.4
1/19/2010 10:31,54.4
1/19/2010 10:32,54.5
1/19/2010 10:33,54.8
1/19/2010 10:34,54.9
1/19/2010 10:35,54.9
1/19/2010 10:36,55.1
1/19/2010 10:37,55
1/19/2010 10:38,54.9
1/19/2010 10:39,55.3
1/19/2010 10:40,55.4
1/19/2010 10:41,55.4
1/19/2010 10:42,55.7
1/19/2010 10:43,55.9
1/19/2010 10:44,56
1/19/2010 10:45,55.9
1/19/2010 10:46,56
1/19/2010 10:47,55.7
1/19/2010 10:48,56
1/19/2010 10:49,56
1/19/2010 10:50,56.2
1/19/2010 10:51,56.1
1/19/2010 10:52,56.1
1/19/2010 10:53,56.1
1/19/2010 10:54,56.6
1/19/2010 10:55,56.4
1/19/2010 10:56,56.3
1/19/2010 10:57,56.7
1/19/2010 10:58,56.6
1/19/2010 10:59,56.7
1/19/2010 11:00,56.9
1/19/2010 11:00,56.9
1/19/2010 11:01,57
1/19/2010 11:02,57.2
1/19/2010 11:03,57
1/19/2010 11:04,57.2
1/19/2010 11:05,57
1/19/2010 11:06,57.5
1/19/2010 11:07,57.4
1/19/2010 11:08,57.4
1/19/2010 11:09,57.3
1/19/2010 11:10,57.5
1/19/2010 11:11,57.5
1/19/2010 11:12,57.9
1/19/2010 11:13,58.1
1/19/2010 11:14,58.1
1/19/2010 11:15,58
1/19/2010 11:16,58.1
1/19/2010 11:17,58.4
1/19/2010 11:18,58.4
1/19/2010 11:19,58.6
1/19/2010 11:20,58.5
1/19/2010 11:21,58.6
1/19/2010 11:22,58.7
1/19/2010 11:23,58.7
1/19/2010 11:24,58.7
1/19/2010 11:25,58.7
1/19/2010 11:26,58.9
1/19/2010 11:27,58.9
1/19/2010 11:28,58.9
1/19/2010 11:29,59.1
1/19/2010 11:30,58.9
1/19/2010 11:31,59.1
1/19/2010 11:32,59.1
1/19/2010 11:33,59.4
1/19/2010 11:34,59.4
1/19/2010 11:35,59.8
1/19/2010 11:36,59.7
1/19/2010 11:37,59.7
1/19/2010 11:38,59.8
1/19/2010 11:39,59.9
1/19/2010 11:40,59.9
1/19/2010 11:41,60.2
1/19/2010 11:42,60.3
1/19/2010 11:43,60.2
1/19/2010 11:44,60.2
1/19/2010 11:45,60.6
1/19/2010 11:46,60.4
1/19/2010 11:47,60.5
1/19/2010 11:48,60.6
1/19/2010 11:49,60.2
1/19/2010 11:50,60.4
1/19/2010 11:51,60.6
1/19/2010 11:52,60.6
1/19/2010 11:53,60.6
1/19/2010 11:54,60.6
1/19/2010 11:55,60.5
1/19/2010 11:56,60.5
1/19/2010 11:57,61
1/19/2010 11:58,61.2
1/19/2010 11:59,60.9
1/19/2010 12:00,61
1/19/2010 12:00,61
1/19/2010 12:01,61.3
1/19/2010 12:02,61.2
1/19/2010 12:03,61.2
1/19/2010 12:04,61.3
1/19/2010 12:05,61.1
1/19/2010 12:06,61
1/19/2010 12:07,61.1
1/19/2010 12:08,61.1
1/19/2010 12:09,61.1
1/19/2010 12:10,61.1
1/19/2010 12:11,61
1/19/2010 12:12,61
1/19/2010 12:13,61
1/19/2010 12:14,61.6
1/19/2010 12:15,61.3
1/19/2010 12:16,61.4
1/19/2010 12:17,61.8
1/19/2010 12:18,61.3
1/19/2010 12:19,61.3
1/19/2010 12:20,61.4
1/19/2010 12:21,61.3
1/19/2010 12:22,61.1
1/19/2010 12:23,61.4
1/19/2010 12:24,61.7
1/19/2010 12:25,61.9
1/19/2010 12:26,61.9
1/19/2010 12:27,61.4
1/19/2010 12:28,61.8
1/19/2010 12:29,61.9
1/19/2010 12:30,61.6
1/19/2010 12:31,61.6
1/19/2010 12:32,61.7
1/19/2010 12:33,61.6
1/19/2010 12:34,61.8
1/19/2010 12:35,61.9
1/19/2010 12:36,62.3
1/19/2010 12:37,61.8
1/19/2010 12:38,61.6
1/19/2010 12:39,62.1
1/19/2010 12:40,62.1
1/19/2010 12:41,61.9
1/19/2010 12:42,61.9
1/19/2010 12:43,62.2
1/19/2010 12:44,62.3
1/19/2010 12:45,62.5
1/19/2010 12:46,62.5
1/19/2010 12:47,62.8
1/19/2010 12:48,62.7
1/19/2010 12:49,62.4
1/19/2010 12:50,62.3
1/19/2010 12:51,62.2
1/19/2010 12:52,62.3
1/19/2010 12:53,62.8
1/19/2010 12:54,62.8
1/19/2010 12:55,62.8
1/19/2010 12:56,63.2
1/19/2010 12:57,63.4
1/19/2010 12:58,63.7
1/19/2010 12:59,63.7
1/19/2010 13:00,63.8
1/19/2010 13:00,63.8
1/19/2010 13:01,63.7
1/19/2010 13:02,63.4
1/19/2010 13:03,63.4
1/19/2010 13:04,63
1/19/2010 13:05,63
1/19/2010 13:06,63.1
1/19/2010 13:07,63.1
1/19/2010 13:08,63.2
1/19/2010 13:09,63.1
1/19/2010 13:10,63.4
1/19/2010 13:11,63.5
1/19/2010 13:12,63.6
1/19/2010 13:13,63.5
1/19/2010 13:14,63.6
1/19/2010 13:15,63.8
1/19/2010 13:16,63.6
1/19/2010 13:17,63.4
1/19/2010 13:18,63.5
1/19/2010 13:19,63.1
1/19/2010 13:20,63.4
1/19/2010 13:21,63.6
1/19/2010 13:22,63.6
1/19/2010 13:23,63.6
1/19/2010 13:24,63.8
1/19/2010 13:25,64.1
1/19/2010 13:26,64.1
1/19/2010 13:27,64.1
1/19/2010 13:28,63.6
1/19/2010 13:29,63.4
1/19/2010 13:30,63.6
1/19/2010 13:31,63.5
1/19/2010 13:32,63.2
1/19/2010 13:33,63.5
1/19/2010 13:34,63.5
1/19/2010 13:35,63.8
1/19/2010 13:36,64.1
1/19/2010 13:37,64
1/19/2010 13:38,63.8
1/19/2010 13:39,64.2
1/19/2010 13:40,64.3
1/19/2010 13:41,64.6
1/19/2010 13:42,64.7
1/19/2010 13:43,65
1/19/2010 13:44,64.8
1/19/2010 13:45,64.8
1/19/2010 13:46,64.7
1/19/2010 13:47,65.2
1/19/2010 13:48,65
1/19/2010 13:49,65.2
1/19/2010 13:50,64.9
1/19/2010 13:51,64.7
1/19/2010 13:52,64.2
1/19/2010 13:53,64
1/19/2010 13:54,64
1/19/2010 13:55,63.8
1/19/2010 13:56,63.7
1/19/2010 13:57,63.6
1/19/2010 13:58,63.6
1/19/2010 13:59,63.7
1/19/2010 14:00,64
1/19/2010 14:00,64
1/19/2010 14:01,63.7
1/19/2010 14:02,64
1/19/2010 14:03,64.1
1/19/2010 14:04,64
1/19/2010 14:05,63.8
1/19/2010 14:06,64
1/19/2010 14:07,64.1
1/19/2010 14:08,64.2
1/19/2010 14:09,64.7
1/19/2010 14:10,64.7
1/19/2010 14:11,64.3
1/19/2010 14:12,64.3
1/19/2010 14:13,64.4
1/19/2010 14:14,64.3
1/19/2010 14:15,64.8
1/19/2010 14:16,64.8
1/19/2010 14:17,64.4
1/19/2010 14:18,64.3
1/19/2010 14:19,64.2
1/19/2010 14:20,64
1/19/2010 14:21,64
1/19/2010 14:22,64.2
1/19/2010 14:23,64.2
1/19/2010 14:24,64.2
1/19/2010 14:25,64.1
1/19/2010 14:26,64
1/19/2010 14:27,63.8
1/19/2010 14:28,64.1
1/19/2010 14:29,64.2
1/19/2010 14:30,64.4
1/19/2010 14:31,64.2
1/19/2010 14:32,64.4
1/19/2010 14:33,64.4
1/19/2010 14:34,64.2
1/19/2010 14:35,64
1/19/2010 14:36,63.8
1/19/2010 14:37,64.1
1/19/2010 14:38,64.2
1/19/2010 14:39,64
1/19/2010 14:40,64.2
1/19/2010 14:41,63.8
1/19/2010 14:42,64.1
1/19/2010 14:43,64.1
1/19/2010 14:44,64.1
1/19/2010 14:45,64.1
1/19/2010 14:46,64.2
1/19/2010 14:47,64.4
1/19/2010 14:48,64.3
1/19/2010 14:49,64.7
1/19/2010 14:50,64.8
1/19/2010 14:51,64.9
1/19/2010 14:52,64.8
1/19/2010 14:53,65
1/19/2010 14:54,65.2
1/19/2010 14:55,65.2
1/19/2010 14:56,65.2
1/19/2010 14:57,64.9
1/19/2010 14:58,64.7
1/19/2010 14:59,64.8
1/19/2010 15:00,64.3
1/19/2010 15:00,64.3
1/19/2010 15:01,64.3
1/19/2010 15:02,64.6
1/19/2010 15:03,64.7
1/19/2010 15:04,64.8
1/19/2010 15:05,64.8
1/19/2010 15:06,64.9
1/19/2010 15:07,64.7
1/19/2010 15:08,64.8
1/19/2010 15:09,64.7
1/19/2010 15:10,64.4
1/19/2010 15:11,64.2
1/19/2010 15:12,64.4
1/19/2010 15:13,64.7
1/19/2010 15:14,64.6
1/19/2010 15:15,64.6
1/19/2010 15:16,64.7
1/19/2010 15:17,64.4
1/19/2010 15:18,64.8
1/19/2010 15:19,64.7
1/19/2010 15:20,64.4
1/19/2010 15:21,64.7
1/19/2010 15:22,64.9
1/19/2010 15:23,65
1/19/2010 15:24,65.2
1/19/2010 15:25,65.2
1/19/2010 15:26,64.7
1/19/2010 15:27,64.7
1/19/2010 15:28,64.5
1/19/2010 15:29,64.1
1/19/2010 15:30,64.5
1/19/2010 15:31,64.3
1/19/2010 15:32,64.3
1/19/2010 15:33,64.2
1/19/2010 15:34,64.3
1/19/2010 15:35,64.1
1/19/2010 15:36,64.4
1/19/2010 15:37,64.2
1/19/2010 15:38,64.3
1/19/2010 15:39,64.4
1/19/2010 15:40,64.7
1/19/2010 15:41,64.5
1/19/2010 15:42,64.8
1/19/2010 15:43,64.4
1/19/2010 15:44,64.4
1/19/2010 15:45,64.3
1/19/2010 15:46,64.4
1/19/2010 15:47,64.7
1/19/2010 15:48,64.5
1/19/2010 15:49,64.3
1/19/2010 15:50,64.2
1/19/2010 15:51,64.2
1/19/2010 15:52,64.1
1/19/2010 15:53,64
1/19/2010 15:54,63.8
1/19/2010 15:55,63.8
1/19/2010 15:56,63.7
1/19/2010 15:57,63.6
1/19/2010 15:58,63.5
1/19/2010 15:59,63.6
1/19/2010 16:00,63.5
1/19/2010 16:00,63.5
1/19/2010 16:01,63.2
1/19/2010 16:02,63.4
1/19/2010 16:03,63.7
1/19/2010 16:04,63.8
1/19/2010 16:05,63.7
1/19/2010 16:06,63.6
1/19/2010 16:07,63.8
1/19/2010 16:08,63.7
1/19/2010 16:09,63.6
1/19/2010 16:10,63.6
1/19/2010 16:11,63.6
1/19/2010 16:12,63.4
1/19/2010 16:13,63.5
1/19/2010 16:14,63.5
1/19/2010 16:15,63.4
1/19/2010 16:16,63.6
1/19/2010 16:17,63.2
1/19/2010 16:18,63.5
1/19/2010 16:19,63.5
1/19/2010 16:20,63.4
1/19/2010 16:21,63.2
1/19/2010 16:22,63.4
1/19/2010 16:23,63.2
1/19/2010 16:24,63.4
1/19/2010 16:25,63
1/19/2010 16:26,62.8
1/19/2010 16:27,62.7
1/19/2010 16:28,62.4
1/19/2010 16:29,62.5
1/19/2010 16:30,62
1/19/2010 16:31,62.3
1/19/2010 16:32,62.2
1/19/2010 16:33,62.2
1/19/2010 16:34,62.2
1/19/2010 16:35,62
1/19/2010 16:36,61.6
1/19/2010 16:37,61.8
1/19/2010 16:38,61.4
1/19/2010 16:39,61.7
1/19/2010 16:40,61.8
1/19/2010 16:41,61.9
1/19/2010 16:42,61.9
1/19/2010 16:43,61.9
1/19/2010 16:44,62.1
1/19/2010 16:45,61.9
1/19/2010 16:46,61.9
1/19/2010 16:47,62.1
1/19/2010 16:48,61.9
1/19/2010 16:49,61.7
1/19/2010 16:50,61.9
1/19/2010 16:51,61.7
1/19/2010 16:52,61.8
1/19/2010 16:53,61.6
1/19/2010 16:54,61.7
1/19/2010 16:55,61.7
1/19/2010 16:56,61.4
1/19/2010 16:57,61.4
1/19/2010 16:58,61.3
1/19/2010 16:59,61.1
1/19/2010 17:00,61.2
1/19/2010 17:00,61.2
1/19/2010 17:01,61.2
1/19/2010 17:02,61.1
1/19/2010 17:03,61.1
1/19/2010 17:04,61.2
1/19/2010 17:05,61.1
1/19/2010 17:06,61.3
1/19/2010 17:07,61.1
1/19/2010 17:08,61
1/19/2010 17:09,61
1/19/2010 17:10,61
1/19/2010 17:11,61.3
1/19/2010 17:12,61.3
1/19/2010 17:13,61.1
1/19/2010 17:14,61.2
1/19/2010 17:15,61.1
1/19/2010 17:16,61.2
1/19/2010 17:17,61.2
1/19/2010 17:18,61.2
1/19/2010 17:19,61.3
1/19/2010 17:20,61
1/19/2010 17:21,61.1
1/19/2010 17:22,60.9
1/19/2010 17:23,60.7
1/19/2010 17:24,60.6
1/19/2010 17:25,60.3
1/19/2010 17:26,60.3
1/19/2010 17:27,60.2
1/19/2010 17:28,59.9
1/19/2010 17:29,60
1/19/2010 17:30,59.7
1/19/2010 17:31,59.6
1/19/2010 17:32,59.7
1/19/2010 17:33,59.3
1/19/2010 17:34,59.4
1/19/2010 17:35,59.4
1/19/2010 17:36,59.2
1/19/2010 17:37,59.1
1/19/2010 17:38,59.1
1/19/2010 17:39,58.8
1/19/2010 17:40,58.8
1/19/2010 17:41,58.8
1/19/2010 17:42,58.7
1/19/2010 17:43,58.7
1/19/2010 17:44,58.6
1/19/2010 17:45,58.2
1/19/2010 17:46,58.1
1/19/2010 17:47,58
1/19/2010 17:48,58.1
1/19/2010 17:49,58
1/19/2010 17:50,58
1/19/2010 17:51,57.9
1/19/2010 17:52,58
1/19/2010 17:53,58.1
1/19/2010 17:54,58
1/19/2010 17:55,58
1/19/2010 17:56,57.9
1/19/2010 17:57,57.9
1/19/2010 17:58,57.6
1/19/2010 17:59,57.5
1/19/2010 18:00,57.4
1/19/2010 18:00,57.4
1/19/2010 18:01,57.4
1/19/2010 18:02,57.1
1/19/2010 18:03,56.8
1/19/2010 18:04,56.7
1/19/2010 18:05,56.4
1/19/2010 18:06,56.4
1/19/2010 18:07,56.6
1/19/2010 18:08,56.6
1/19/2010 18:09,56.3
1/19/2010 18:10,56.4
1/19/2010 18:11,56.2
1/19/2010 18:12,56
1/19/2010 18:13,56.2
1/19/2010 18:14,55.9
1/19/2010 18:15,55.7
1/19/2010 18:16,55.5
1/19/2010 18:17,54.9
1/19/2010 18:18,55
1/19/2010 18:19,54.5
1/19/2010 18:20,54.3
1/19/2010 18:21,54.2
1/19/2010 18:22,54.3
1/19/2010 18:23,53.9
1/19/2010 18:24,53.8
1/19/2010 18:25,53.6
1/19/2010 18:26,53.7
1/19/2010 18:27,53.5
1/19/2010 18:28,53.5
1/19/2010 18:29,53.3
1/19/2010 18:30,53.3
1/19/2010 18:31,53.5
1/19/2010 18:32,53.5
1/19/2010 18:33,53.6
1/19/2010 18:34,53.6
1/19/2010 18:35,53.7
1/19/2010 18:36,53.8
1/19/2010 18:37,53.8
1/19/2010 18:38,53.7
1/19/2010 18:39,53.7
1/19/2010 18:40,53.8
1/19/2010 18:41,53.8
1/19/2010 18:42,53.9
1/19/2010 18:43,54.2
1/19/2010 18:44,54.1
1/19/2010 18:45,54.3
1/19/2010 18:46,54.2
1/19/2010 18:47,54.1
1/19/2010 18:48,53.9
1/19/2010 18:49,54.1
1/19/2010 18:50,53.9
1/19/2010 18:51,53.7
1/19/2010 18:52,53.3
1/19/2010 18:53,53.5
1/19/2010 18:54,53.3
1/19/2010 18:55,53.5
1/19/2010 18:56,53.5
1/19/2010 18:57,53.1
1/19/2010 18:58,52.9
1/19/2010 18:59,53.1
1/19/2010 19:00,53.1
1/19/2010 19:00,53.1
1/19/2010 19:01,53.2
1/19/2010 19:02,53
1/19/2010 19:03,52.7
1/19/2010 19:04,52.7
1/19/2010 19:05,52.6
1/19/2010 19:06,52.6
1/19/2010 19:07,52.4
1/19/2010 19:08,52.5
1/19/2010 19:09,52.3
1/19/2010 19:10,52.3
1/19/2010 19:11,52.3
